state_index,score_diff,time_step,time_phase,time_phase_name,health_my,health_my_name,health_opp,health_opp_name,recovery_lock,recovery_name,counter_ready,counter_ready_name,greedy_action_id,greedy_expected_reward,static_action_id,static_action_prob,rule_action_id,rule_expected_reward,mdp_action_id,mdp_value,mdp_immediate_reward,top1_action_id,top1_q,top2_action_id,top2_q,top3_action_id,top3_q,q_gap_12,q_gap_23,greedy_action_name,greedy_action_type,greedy_macro_group,static_action_name,static_action_type,static_macro_group,rule_action_name,rule_action_type,rule_macro_group,mdp_action_name,mdp_action_type,mdp_macro_group
1254,-4,15,late,后期,2,High,1,Mid,1,Recover,0,Normal,D15,-0.024602190593430134,D19,0.0,D16,-0.09688239650014399,D15,-7.165189060871399,-0.024602190593430134,D15,-7.165189060871399,D14,-7.227315442750138,D18,-7.243075429613346,0.062126381878738535,0.01575998686320812,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1255,-4,15,late,后期,2,High,1,Mid,1,Recover,1,CounterReady,D15,-0.012157663373589853,D19,0.0,D16,-0.09006602857040732,D15,-7.15274453365156,-0.012157663373589853,D15,-7.15274453365156,D14,-7.227315442750138,D16,-7.236779099801225,0.07457090909857822,0.009463657051087537,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1256,-4,15,late,后期,2,High,2,High,0,Normal,0,Normal,A04,0.05291726826943219,A04,1.0,A04,0.05291726826943219,A04,-7.073940009645253,0.05291726826943219,A04,-7.073940009645253,A02,-7.1058413560155875,A03,-7.108864047757847,0.03190134637033459,0.0030226917422595534,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1257,-4,15,late,后期,2,High,2,High,0,Normal,1,CounterReady,A04,0.0592287208053699,A04,1.0,A04,0.0592287208053699,A04,-7.0676254423415905,0.0592287208053699,A04,-7.0676254423415905,A02,-7.103577860707794,A01,-7.105059306268671,0.03595241836620389,0.00148144556087626,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1258,-4,15,late,后期,2,High,2,High,1,Recover,0,Normal,D15,-0.028895280971473696,D19,0.0,D16,-0.10179826375618899,D15,-7.170211614729441,-0.028895280971473696,D15,-7.170211614729441,D14,-7.230501005538123,D18,-7.245824018568051,0.06028939080868234,0.015323013029927779,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1259,-4,15,late,后期,2,High,2,High,1,Recover,1,CounterReady,D15,-0.016728036729801228,D19,0.0,D16,-0.09488911902968607,D15,-7.158044370487768,-0.016728036729801228,D15,-7.158044370487768,D14,-7.230501005538123,D16,-7.242969885856995,0.07245663505035527,0.012468880318872166,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1260,-4,16,endgame,决胜期,0,Low,0,Low,0,Normal,0,Normal,A04,0.03241948596216053,A04,1.0,A01,0.015865390843703458,A04,-7.592057042886873,0.03241948596216053,A04,-7.592057042886873,A02,-7.604099840445785,A03,-7.606778690353321,0.012042797558911467,0.002678849907536751,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1261,-4,16,endgame,决胜期,0,Low,0,Low,0,Normal,1,CounterReady,A04,0.036465220240939136,A04,1.0,A01,0.02098949543765937,A04,-7.5880109810214895,0.036465220240939136,A04,-7.5880109810214895,A02,-7.601846681871536,A01,-7.603243938222094,0.013835700850046706,0.0013972563505575408,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1262,-4,16,endgame,决胜期,0,Low,0,Low,1,Recover,0,Normal,D15,-0.0006963616833116151,D19,0.0,D16,-0.04519517241588382,D15,-7.626371023659555,-0.0006963616833116151,D15,-7.626371023659555,D14,-7.655879111819263,D18,-7.662925646598452,0.029508088159707846,0.007046534779188818,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1263,-4,16,endgame,决胜期,0,Low,0,Low,1,Recover,1,CounterReady,D15,-0.0006963616833116151,D19,0.0,D16,-0.04519517241588382,D15,-7.626371023659555,-0.0006963616833116151,D15,-7.626371023659555,D14,-7.655879111819263,D18,-7.662925646598452,0.029508088159707846,0.007046534779188818,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1264,-4,16,endgame,决胜期,0,Low,1,Mid,0,Normal,0,Normal,A04,0.03435031201402575,A04,1.0,A01,0.01612508836940131,A04,-7.582903785606708,0.03435031201402575,A04,-7.582903785606708,A02,-7.596516050524757,A03,-7.599212262567337,0.013612264918049455,0.0026962120425801928,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1265,-4,16,endgame,决胜期,0,Low,1,Mid,0,Normal,1,CounterReady,A04,0.038434662813841655,A04,1.0,A01,0.02129074456746888,A04,-7.57881892465861,0.038434662813841655,A04,-7.57881892465861,A02,-7.59425313898112,A01,-7.595829529586705,0.01543421432250991,0.0015763906055852317,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1266,-4,16,endgame,决胜期,0,Low,1,Mid,1,Recover,0,Normal,D15,0.01726417470454819,D19,0.0,D16,-0.07825229779636614,D15,-7.600700388781851,0.01726417470454819,D15,-7.600700388781851,D18,-7.668829541534302,D14,-7.669065610287681,0.06812915275245146,0.00023606875337822686,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1267,-4,16,endgame,决胜期,0,Low,1,Mid,1,Recover,1,CounterReady,D15,0.029708701924388473,D19,0.0,D16,-0.07143592986662947,D15,-7.588255861562011,0.029708701924388473,D15,-7.588255861562011,D18,-7.668829541534302,D14,-7.669065610287681,0.08057367997229115,0.00023606875337822686,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1268,-4,16,endgame,决胜期,0,Low,2,High,0,Normal,0,Normal,A04,0.03435031201402575,A04,1.0,A01,0.01612508836940131,A04,-7.582900295614648,0.03435031201402575,A04,-7.582900295614648,A02,-7.59652419235649,A03,-7.599220824412638,0.0136238967418425,0.00269663205614723,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1269,-4,16,endgame,决胜期,0,Low,2,High,0,Normal,1,CounterReady,A04,0.038434662813841655,A04,1.0,A01,0.02129074456746888,A04,-7.578814325523709,0.038434662813841655,A04,-7.578814325523709,A02,-7.594260983546105,A01,-7.59584150818812,0.01544665802239642,0.0015805246420148578,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1270,-4,16,endgame,决胜期,0,Low,2,High,1,Recover,0,Normal,D15,0.013491466553760108,D19,0.0,D16,-0.08331924873214847,D15,-7.60475878963721,0.013491466553760108,D15,-7.60475878963721,D18,-7.670162196809232,D14,-7.67120368454588,0.0654034071720222,0.0010414877366473618,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1271,-4,16,endgame,决胜期,0,Low,2,High,1,Recover,1,CounterReady,D15,0.025658710795432575,D19,0.0,D16,-0.07641010400564556,D15,-7.592591545395538,0.025658710795432575,D15,-7.592591545395538,D18,-7.670162196809232,D14,-7.67120368454588,0.07757065141369424,0.0010414877366473618,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1272,-4,16,endgame,决胜期,1,Mid,0,Low,0,Normal,0,Normal,A04,0.04365246516464673,A04,1.0,A04,0.04365246516464673,A04,-7.543645504081348,0.04365246516464673,A04,-7.543645504081348,A02,-7.566709405049216,A03,-7.569809023170658,0.023063900967867923,0.0030996181214417717,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1273,-4,16,endgame,决胜期,1,Mid,0,Low,0,Normal,1,CounterReady,A04,0.048854123523076366,A04,1.0,A04,0.048854123523076366,A04,-7.53844296855738,0.048854123523076366,A04,-7.53844296855738,A02,-7.564456063224337,A01,-7.565700073523377,0.026013094666956782,0.0012440102990405322,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1274,-4,16,endgame,决胜期,1,Mid,0,Low,1,Recover,0,Normal,D15,-0.04683064052718641,D19,0.0,D16,-0.07833941832675459,D15,-7.646893526423476,-0.04683064052718641,D15,-7.646893526423476,D14,-7.667188033553079,D16,-7.680736505549901,0.020294507129603012,0.013548471996822187,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1275,-4,16,endgame,决胜期,1,Mid,0,Low,1,Recover,1,CounterReady,D15,-0.04683064052718641,D19,0.0,D16,-0.07833941832675459,D15,-7.646893526423476,-0.04683064052718641,D15,-7.646893526423476,D14,-7.667188033553079,D16,-7.680736505549901,0.020294507129603012,0.013548471996822187,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1276,-4,16,endgame,决胜期,1,Mid,1,Mid,0,Normal,0,Normal,A04,0.04613495580275915,A04,1.0,A04,0.04613495580275915,A04,-7.532334792222521,0.04613495580275915,A04,-7.532334792222521,A02,-7.557415696657409,A03,-7.560532292040157,0.025080904434887863,0.0031165953827478887,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1277,-4,16,endgame,决胜期,1,Mid,1,Mid,0,Normal,1,CounterReady,A04,0.05138626397395103,A04,1.0,A04,0.05138626397395103,A04,-7.5270838205197395,0.05138626397395103,A04,-7.5270838205197395,A02,-7.555153195835281,A01,-7.5565699615603386,0.028069375315541656,0.001416765725057445,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1278,-4,16,endgame,决胜期,1,Mid,1,Mid,1,Recover,0,Normal,D15,-0.0337214956330285,D19,0.0,D16,-0.11193344469411246,D15,-7.627647964939028,-0.0337214956330285,D15,-7.627647964939028,D14,-7.689142606857616,D18,-7.706578550700547,0.06149464191858822,0.01743594384293079,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1279,-4,16,endgame,决胜期,1,Mid,1,Mid,1,Recover,1,CounterReady,D15,-0.02127696841318822,D19,0.0,D16,-0.10511707676437579,D15,-7.615203437719187,-0.02127696841318822,D15,-7.615203437719187,D14,-7.689142606857616,D16,-7.7031826561868515,0.0739391691384288,0.014040049329235416,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1280,-4,16,endgame,决胜期,1,Mid,2,High,0,Normal,0,Normal,A04,0.04613495580275915,A04,1.0,A04,0.04613495580275915,A04,-7.532320989076534,0.04613495580275915,A04,-7.532320989076534,A02,-7.557415644448093,A03,-7.560532259060806,0.02509465537155897,0.0031166146127130645,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1281,-4,16,endgame,决胜期,1,Mid,2,High,0,Normal,1,CounterReady,A04,0.05138626397395103,A04,1.0,A04,0.05138626397395103,A04,-7.527068748914024,0.05138626397395103,A04,-7.527068748914024,A02,-7.555152902762759,A01,-7.556573160271018,0.028084153848735305,0.0014202575082586932,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1282,-4,16,endgame,决胜期,1,Mid,2,High,1,Recover,0,Normal,D15,-0.03832332983435941,D19,0.0,D16,-0.11733532601170021,D15,-7.632998586701544,-0.03832332983435941,D15,-7.632998586701544,D14,-7.692616193879635,D18,-7.709628013358686,0.05961760717809117,0.01701181947905095,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1283,-4,16,endgame,决胜期,1,Mid,2,High,1,Recover,1,CounterReady,D15,-0.026156085592686944,D19,0.0,D16,-0.1104261812851973,D15,-7.620831342459872,-0.026156085592686944,D15,-7.620831342459872,D14,-7.692616193879635,D18,-7.709628013358686,0.07178485141976321,0.01701181947905095,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1284,-4,16,endgame,决胜期,2,High,0,Low,0,Normal,0,Normal,A04,0.05015894533819617,A04,1.0,A04,0.05015894533819617,A04,-7.513801147218292,0.05015894533819617,A04,-7.513801147218292,A02,-7.543357242656117,A03,-7.5463493088440705,0.029556095437825114,0.002992066187953668,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1285,-4,16,endgame,决胜期,2,High,0,Low,0,Normal,1,CounterReady,A04,0.05641523141550915,A04,1.0,A04,0.05641523141550915,A04,-7.507543519667818,0.05641523141550915,A04,-7.507543519667818,A02,-7.541103769023036,A01,-7.542409183836334,0.03356024935521784,0.0013054148132978227,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1286,-4,16,endgame,决胜期,2,High,0,Low,1,Recover,0,Normal,D15,-0.0396131353639979,D19,0.0,D16,-0.06792563796818527,D15,-7.613171565150197,-0.0396131353639979,D15,-7.613171565150197,D14,-7.634426492522588,D16,-7.645143299640624,0.021254927372391208,0.01071680711803591,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1287,-4,16,endgame,决胜期,2,High,0,Low,1,Recover,1,CounterReady,D15,-0.0396131353639979,D19,0.0,D16,-0.06792563796818527,D15,-7.613171565150197,-0.0396131353639979,D15,-7.613171565150197,D14,-7.634426492522588,D16,-7.645143299640624,0.021254927372391208,0.01071680711803591,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1288,-4,16,endgame,决胜期,2,High,1,Mid,0,Normal,0,Normal,A04,0.05291726826943219,A04,1.0,A04,0.05291726826943219,A04,-7.501219696654524,0.05291726826943219,A04,-7.501219696654524,A02,-7.5330704485102995,A03,-7.53607742329627,0.03185075185577535,0.003006974785970229,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1289,-4,16,endgame,决胜期,2,High,1,Mid,0,Normal,1,CounterReady,A04,0.0592287208053699,A04,1.0,A04,0.0592287208053699,A04,-7.494908442833166,0.0592287208053699,A04,-7.494908442833166,A02,-7.530807854203364,A01,-7.532286628260112,0.03589941137019803,0.0014787740567481222,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1290,-4,16,endgame,决胜期,2,High,1,Mid,1,Recover,0,Normal,D15,-0.024602190593430134,D19,0.0,D16,-0.09688239650014399,D15,-7.590637086095003,-0.024602190593430134,D15,-7.590637086095003,D14,-7.652551041152116,D18,-7.66770911622427,0.06191395505711306,0.015158075072153387,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1291,-4,16,endgame,决胜期,2,High,1,Mid,1,Recover,1,CounterReady,D15,-0.012157663373589853,D19,0.0,D16,-0.09006602857040732,D15,-7.5781925588751635,-0.012157663373589853,D15,-7.5781925588751635,D14,-7.652551041152116,D16,-7.662313995816817,0.07435848227695274,0.009762954664700452,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1292,-4,16,endgame,决胜期,2,High,2,High,0,Normal,0,Normal,A04,0.05291726826943219,A04,1.0,A04,0.05291726826943219,A04,-7.501163467930115,0.05291726826943219,A04,-7.501163467930115,A02,-7.5330428049492175,A03,-7.536049873668645,0.031879337019102394,0.0030070687194276857,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1293,-4,16,endgame,决胜期,2,High,2,High,0,Normal,1,CounterReady,A04,0.0592287208053699,A04,1.0,A04,0.0592287208053699,A04,-7.494850665374162,0.0592287208053699,A04,-7.494850665374162,A02,-7.530779946992887,A01,-7.532262712813549,0.035929281618725106,0.0014827658206622019,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1294,-4,16,endgame,决胜期,2,High,2,High,1,Recover,0,Normal,D15,-0.028895280971473696,D19,0.0,D16,-0.10179826375618899,D15,-7.595634336248772,-0.028895280971473696,D15,-7.595634336248772,D14,-7.65571680969283,D18,-7.670429144433622,0.060082473444057705,0.01471233474079181,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1295,-4,16,endgame,决胜期,2,High,2,High,1,Recover,1,CounterReady,D15,-0.016728036729801228,D19,0.0,D16,-0.09488911902968607,D15,-7.5834670920070995,-0.016728036729801228,D15,-7.5834670920070995,D14,-7.65571680969283,D16,-7.6684790861576,0.07224971768573063,0.012762276464769684,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1296,-4,17,endgame,决胜期,0,Low,0,Low,0,Normal,0,Normal,A04,0.03241948596216053,A04,1.0,A01,0.015865390843703458,A04,-8.025511226599937,0.03241948596216053,A04,-8.025511226599937,A02,-8.037548262200389,A03,-8.040226289197818,0.012037035600451773,0.0026780269974295834,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1297,-4,17,endgame,决胜期,0,Low,0,Low,0,Normal,1,CounterReady,A04,0.036465220240939136,A04,1.0,A01,0.02098949543765937,A04,-8.021465403775101,0.036465220240939136,A04,-8.021465403775101,A02,-8.035295226600963,A01,-8.036691790480974,0.013829822825861982,0.0013965638800108593,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1298,-4,17,endgame,决胜期,0,Low,0,Low,1,Recover,0,Normal,D15,-0.0006963616833116151,D19,0.0,D16,-0.04519517241588382,D15,-8.059812980669172,-0.0006963616833116151,D15,-8.059812980669172,D14,-8.089321147842908,D18,-8.096367743328797,0.029508167173736055,0.007046595485888929,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1299,-4,17,endgame,决胜期,0,Low,0,Low,1,Recover,1,CounterReady,D15,-0.0006963616833116151,D19,0.0,D16,-0.04519517241588382,D15,-8.059812980669172,-0.0006963616833116151,D15,-8.059812980669172,D14,-8.089321147842908,D18,-8.096367743328797,0.029508167173736055,0.007046595485888929,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
